index,Date,Time,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,year,isMilitary,cleaned_summary,main_cause
3909,1989-12-26,22:30,"Pasco, Washington",United Express,British Aerospace 3101 Jetstream 31,6.0,6.0,0.0,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air trafficontroller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamiperformance of the airplane.",1989,False,"['aircraft', 'observed', 'sinking', 'fast', 'attempting', 'land', 'pasco', 'aircraft', 'suddenly', 'nosed', 'crashed', 'short', 'runway', 'crew', 'decision', 'continue', 'unstabilized', 'instrument', 'landing', 'system', 'approach', 'led', 'stall', 'likely', 'horizontal', 'stabilizer', 'loss', 'control', 'low', 'altitude', 'contributing', 'accident', 'air', 'trafficontroller', 'improper', 'vector', 'positioned', 'aircraft', 'inside', 'outer', 'marker', 'still', 'well', 'glideslope', 'contributing', 'stall', 'loss', 'control', 'accumulation', 'airframe', 'ice', 'degraded', 'aerodynamiperformance', 'airplane']",Mechanical Failure
3910,1989-12-28,,"Near Visina, Romania",Tarom,Antonov An-24RV,7.0,7.0,0.0,Crashed in poor weather conditions. Rumors suggest the plane was shot down.,1989,False,"['crashed', 'poor', 'weather', 'condition', 'rumor', 'suggest', 'plane', 'shot']",Weather Conditions
3911,1989-12-30,,Milford Sound,Air Fiordland,Cessna 207 / Cessna 207,5.0,5.0,0.0,"Midair collision. Five killed on ZA-DAX, ZK-DQF landed safely.",1989,False,"['midair', 'collision', 'five', 'killed', 'za', 'dax', 'zk', 'dqf', 'landed', 'safely']",Collision/Geographical
3912,1990-01-02,13:40,"Java Sea, Indonesia",Pelita Air Service,CASA 212 Aviocar 200,16.0,9.0,0.0,Ditched into the Java Sea after experiencing mechanical problems with the right engine and being unable to maintain altitude. The crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft.,1990,False,"['ditched', 'java', 'sea', 'experiencing', 'mechanical', 'problem', 'right', 'engine', 'unable', 'maintain', 'altitude', 'crew', 'shut', 'engine', 'feathered', 'propeller', 'could', 'maintain', 'altitude', 'despite', 'jettisoning', 'luggage', 'aircraft']",Mechanical Failure
3913,1990-01-13,12:56,"Near Pervouralsk, Russia",Aeroflot,Tupolev TU-134A,71.0,27.0,0.0,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.,1990,False,"['fire', 'rear', 'cargo', 'hold', 'fire', 'warning', 'engine', 'forced', 'plane', 'crash', 'land', 'snow', 'laden', 'field', 'plane', 'broke', 'striking', 'irrigation', 'equipment', 'short', 'circuit', 'electrical', 'wiring']",Weather Conditions
3914,1990-01-15,08:30,"Pico Blanco, Costa Rica",SANSA,CASA 212 Aviocar 200,23.0,23.0,0.0,"Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions.  The aircraft was not  equipped with a GWPS.",1990,False,"['crashed', 'foot', 'ft', 'pico', 'blanco', 'mountain', 'mile', 'southwest', 'san', 'jose', 'five', 'minute', 'taking', 'driving', 'rainstorm', 'continued', 'vfr', 'flight', 'ifr', 'condtions', 'aircraft', 'equipped', 'gwps']",Weather Conditions
3915,1990-01-17,07:19,"Near Leadville, Colorado",Federal Express,Cessna 208A Caravan I Cargomaster,1.0,1.0,0.0,"The cargo plane crashed into a 14,200 ft. Mount Massive 50 feet below the summit  while en route. Diversion of the pilot's attention, resulting in an in flight collision with terrain during normal cruise flight.",1990,False,"['cargo', 'plane', 'crashed', 'ft', 'mount', 'massive', 'foot', 'summit', 'en', 'route', 'diversion', 'pilot', 'attention', 'resulting', 'flight', 'collision', 'terrain', 'normal', 'cruise', 'flight']",Collision/Geographical
3916,1990-01-18,17:10,"Ansonia, Ohio",Aeroflite Services,Learjet 23,2.0,2.0,0.0,Twenty minutes after taking off  the crew began to display signs of incapacitation. Twenty minutes later the plane went into a steep dive and crashed to the ground. The flight crew became incapacitated for undetermined reasons and lost control of the airplane.,1990,False,"['twenty', 'minute', 'taking', 'crew', 'began', 'display', 'sign', 'incapacitation', 'twenty', 'minute', 'later', 'plane', 'went', 'steep', 'dive', 'crashed', 'ground', 'flight', 'crew', 'became', 'incapacitated', 'undetermined', 'reason', 'lost', 'control', 'airplane']",Unkown
3919,1990-01-25,,"Mt Rijani, Lombok Island, Indonesia",Airfast Services,Hawker Siddeley HS-748-2A,19.0,19.0,0.0,"Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather.",1990,False,"['crashed', 'mt', 'ringani', 'diverted', 'en', 'route', 'denpasair', 'bali', 'due', 'bad', 'weather']",Weather Conditions
3918,1990-01-25,21:34,"Cove Neck, New York",AVIANCA,Boeing B-707-321B,158.0,73.0,0.0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term 'we need priority' several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say 'we are running out of fuel' numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",1990,False,"['aircraft', 'put', 'series', 'extended', 'holding', 'pattern', 'approached', 'new', 'york', 'crew', 'informed', 'atc', 'running', 'fuel', 'declare', 'emergency', 'cleared', 'land', 'missed', 'approach', 'go', 'around', 'plane', 'ran', 'fuel', 'crashed', 'wooded', 'area', 'captain', 'speaking', 'little', 'english', 'communicating', 'first', 'officer', 'time', 'declared', 'emergency', 'first', 'officer', 'used', 'term', 'need', 'priority', 'several', 'time', 'rather', 'declaring', 'emergency', 'atc', 'realize', 'peril', 'aircraft', 'failure', 'crew', 'properly', 'communicate', 'emergency', 'situation', 'atc', 'although', 'blame', 'placed', 'squarely', 'crew', 'several', 'reason', 'atc', 'taken', 'responsibility', 'accident', 'atc', 'trying', 'land', 'many', 'plane', 'given', 'weather', 'number', 'missed', 'approach', 'aborted', 'landing', 'taking', 'place', 'plane', 'put', 'extended', 'holding', 'pattern', 'three', 'different', 'occasion', 'crew', 'told', 'wind', 'shear', 'ft', 'led', 'aborted', 'landing', 'attempt', 'plane', 'passed', 'three', 'different', 'controller', 'came', 'holding', 'pattern', 'land', 'time', 'crew', 'repeat', 'fuel', 'situation', 'crew', 'say', 'running', 'fuel', 'numerous', 'time', 'taken', 'wide', 'circling', 'pattern', 'first', 'attempt', 'landing', 'aborted', 'although', 'major', 'blame', 'placed', 'crew', 'end', 'faa', 'paid', 'compensation', 'passenger', 'family']",Mechanical Failure
3922,1990-01-29,20:33,"Plattsburg, New York",Wiggins Airways,Cessna 208B Caravan I Super Cargomaster,1.0,1.0,0.0,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure.",1990,False,"['cargo', 'plane', 'took', 'night', 'snow', 'unable', 'gain', 'altitude', 'make', 'steep', 'descent', 'crashed', 'tree', 'loss', 'control', 'flight', 'airplane', 'stalled', 'climbout', 'stall', 'resulted', 'loss', 'lift', 'due', 'contaminated', 'wing', 'surface', 'contributing', 'accident', 'failure', 'pilot', 'de', 'ice', 'aircraft', 'prior', 'departure']",Weather Conditions
3921,1990-01-29,21:00,"Burlington, Vermont",Airborne Express,Cessna 208B Caravan I,2.0,2.0,0.0,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall.",1990,False,"['light', 'snow', 'cargo', 'plane', 'unable', 'gain', 'altitude', 'crashed', 'tree', 'failure', 'pilot', 'de', 'ice', 'airplane', 'prior', 'departure', 'decision', 'make', 'takeoff', 'weight', 'exceeded', 'maximum', 'structural', 'takeoff', 'weight', 'reduced', 'takeoff', 'weight', 'allowed', 'icing', 'condition', 'resulting', 'inadvertent', 'stall']",Weather Conditions
3908,1990-02-05,08:37,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,Grumman G-159 Gulfstream I,15.0,15.0,0.0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate.",1990,False,"['struck', 'mt', 'el', 'saluda', 'ft', 'near', 'image', 'announcing', 'go', 'around', 'intention', 'diverting', 'alternate']",Collision/Geographical
3923,1990-02-12,09:29,"Bauru, Brazil",TAM (Brazil),Fokker 27 Friendship 200,40.0,2.0,2.0,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.",1990,False,"['crashed', 'aborted', 'landing', 'following', 'landing', 'fast', 'rds', 'runway', 'pilot', 'attempted', 'go', 'around', 'became', 'airborne', 'stalled', 'crashed', 'house', 'car', 'killing', 'two', 'people']",Pilot Error
3924,1990-02-14,13:03,"Near Bangalore, India",Indian Airlines,Airbus A320-231,146.0,92.0,0.0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.",1990,False,"['final', 'approach', 'aircraft', 'descended', 'normal', 'approach', 'profile', 'hit', 'ground', 'ft', 'short', 'ft', 'right', 'runway', 'centerline', 'co', 'pilot', 'case', 'check', 'captain', 'flight', 'director', 'left', 'open', 'descent', 'idle', 'mode', 'instead', 'vertical', 'speed', 'mode', 'prescribed', 'setting', 'approach', 'landing', 'aircraft', 'could', 'maintain', 'correct', 'flight', 'path', 'idle', 'power', 'failure', 'crew', 'realize', 'gravity', 'situation', 'respond', 'immediately', 'towards', 'proper', 'action', 'moving', 'throttle', 'even', 'radio', 'altitude', 'call', 'out']",Pilot Error
3926,1990-02-27,19:47,"Denver, Colorado",Federal Express,Cessna 208A Caravan I Cargomaster,1.0,1.0,0.0,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor.",1990,False,"['il', 'approach', 'cargo', 'plane', 'encountered', 'icing', 'condition', 'subsequently', 'entered', 'steep', 'descent', 'crashed', 'short', 'runway', 'accumulation', 'structural', 'ice', 'subsequent', 'stalling', 'aircraft', 'icing', 'condition', 'related', 'factor']",Weather Conditions
3929,1990-03-08,11:15,"Off Miami, Florida",Sinquanon Management - Air Taxi,Aerospatiale 350D,3.0,2.0,0.0,"The pilot of the helicopter heard a loud noise followed by loss of engine power. He entered an autorotation, deployed emergency floats and successfully landed on the water. However, a wave turned the helicopter over.  All successfully got out of the aircraft but one passenger died from drowning 8 hours later and the other 15 hours later. Fatigue failure of an engine turbine blade, which resulted in a loss of power. Rough ocean water in the emergency landing area was a related factor.",1990,False,"['pilot', 'helicopter', 'heard', 'loud', 'noise', 'followed', 'loss', 'engine', 'power', 'entered', 'autorotation', 'deployed', 'emergency', 'float', 'successfully', 'landed', 'water', 'however', 'wave', 'turned', 'helicopter', 'successfully', 'got', 'aircraft', 'one', 'passenger', 'died', 'drowning', 'hour', 'later', 'hour', 'later', 'fatigue', 'failure', 'engine', 'turbine', 'blade', 'resulted', 'loss', 'power', 'rough', 'ocean', 'water', 'emergency', 'landing', 'area', 'related', 'factor']",Pilot Error
3930,1990-03-12,,"Off Freetown, Sierre Leone",Helicsa,Sikorsky S-58ET (helilcopter),13.0,11.0,0.0,Crashed into the sea after takeoff.,1990,False,"['crashed', 'sea', 'takeoff']",Unkown
3931,1990-03-21,,"Las Mesitas, Honduras",TAN Honduras,Lockheed L-188CF Electra,3.0,3.0,0.0,"The cargo plane descended below the minimum safe altitude and struck a 7,000 mountain in poor weather.",1990,False,"['cargo', 'plane', 'descended', 'minimum', 'safe', 'altitude', 'struck', 'mountain', 'poor', 'weather']",Collision/Geographical
3932,1990-03-23,,Santiago de Cuba,Cubana de Aviacion,Antonov AN-26,46.0,4.0,0.0,"During takeoff, close to V1 the takeoff was aborted. The aircraft overran the runway and crashed.",1990,False,"['takeoff', 'close', 'v', 'takeoff', 'aborted', 'aircraft', 'overran', 'runway', 'crashed']",Unkown
3933,1990-03-27,11:00,"Kabul, Afghanistan",Aeroflot,Ilyushin IL-76MD,11.0,11.0,0.0,The aircraft stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.,1990,False,"['aircraft', 'stalled', 'final', 'crashed', 'approach', 'ordered', 'atc', 'discontinue', 'approach', 'pilot', 'error']",Pilot Error
3935,1990-04-06,15:03,"Juiz De Fora, Brazil",Air Taxi - Transamerica,Learjet 25C,4.0,2.0,0.0,"The jet overan the wet runway fell off a cliff and caught fire. Plane overloaded, pilot did not make the proper calcualtions for landing.",1990,False,"['jet', 'overan', 'wet', 'runway', 'fell', 'cliff', 'caught', 'fire', 'plane', 'overloaded', 'pilot', 'make', 'proper', 'calcualtions', 'landing']",Pilot Error
3936,1990-04-12,14:44,"Off Vaeroy, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,5.0,5.0,0.0,Control of the aircraft was lost when the push-pull rod to the elevator failed in heavy turbulence. The plane crashed into the sea.,1990,False,"['control', 'aircraft', 'lost', 'push', 'pull', 'rod', 'elevator', 'failed', 'heavy', 'turbulence', 'plane', 'crashed', 'sea']",Unkown
3937,1990-04-18,,"Off Contadora, Panama",Aeroperlas,de Havilland Canada DHC-6 Twin Otter 200,22.0,20.0,0.0,"Shortly after taking off, the plane crashed into the ocean three miles south of the Panamanian island of Contadora after experiencing problems with the No. 2 engine leading to loss of altitude and control of the aircraft. The engine failure was caused by bird ingestion.",1990,False,"['shortly', 'taking', 'plane', 'crashed', 'ocean', 'three', 'mile', 'south', 'panamanian', 'island', 'contadora', 'experiencing', 'problem', 'engine', 'leading', 'loss', 'altitude', 'control', 'aircraft', 'engine', 'failure', 'caused', 'bird', 'ingestion']",Mechanical Failure
3939,1990-04-26,06:21,"Near Manila, Philippines",MATS - Manila Aero Transport System,Douglas DC-3 (C-47A-30-DK),24.0,7.0,0.0,"The plane crashed into a rice field after an engine failed during a landing attempt and the plane attempted to take off again, crashing outside of the airport boundary.",1990,False,"['plane', 'crashed', 'rice', 'field', 'engine', 'failed', 'landing', 'attempt', 'plane', 'attempted', 'take', 'crashing', 'outside', 'airport', 'boundary']",Mechanical Failure
3940,1990-04-30,21:35,"Ship Sands Island, ON, Canada",Frontier Air,Beechcraft C99,4.0,1.0,0.0,While on VOR approach the aircraft flew into the ground.,1990,False,"['vor', 'approach', 'aircraft', 'flew', 'ground']",Unkown
3942,1990-05-05,15:00,"Guatamala City , Guatemala",Aerial Transit Company,Douglas DC-6BF,3.0,3.0,24.0,The aircraft experienced engine failure on takeoff at about V2 and crashed into houses 8 km SE of the airport.,1990,False,"['aircraft', 'experienced', 'engine', 'failure', 'takeoff', 'v', 'crashed', 'house', 'km', 'se', 'airport']",Mechanical Failure
3943,1990-05-10,08:55,"Tuxtla-Gutierrez, Mexico",Avicsa,Fairchild F-27,40.0,20.0,0.0,"Crashed 3  miles short of the runway on approach, striking trees. The accident was attributed to a lack of coordination between the crew during the approach and their lack of experience on the type of aircraft.",1990,False,"['crashed', 'mile', 'short', 'runway', 'approach', 'striking', 'tree', 'accident', 'attributed', 'lack', 'coordination', 'crew', 'approach', 'lack', 'experience', 'type', 'aircraft']",Unkown
3944,1990-05-11,,"Manila, Philippines",Philippine Air Lines,Boeing B-737-3Y0,119.0,8.0,0.0,There was an explosion in the center fuel tank while the aircraft was being pushed back for flight. Ignition of vapors in the empty center tank probably resulted from faulty wiring. Several causes have been presumed including chafed insulation on the wiring for the center fuel tank float level switch and damaged insulation on the wiring of the nearby wing anti-ice valve.,1990,False,"['explosion', 'center', 'fuel', 'tank', 'aircraft', 'pushed', 'back', 'flight', 'ignition', 'vapor', 'empty', 'center', 'tank', 'probably', 'resulted', 'faulty', 'wiring', 'several', 'cause', 'presumed', 'including', 'chafed', 'insulation', 'wiring', 'center', 'fuel', 'tank', 'float', 'level', 'switch', 'damaged', 'insulation', 'wiring', 'nearby', 'wing', 'anti', 'ice', 'valve']",Mechanical Failure
3945,1990-05-11,,"Near Mt. Emerald, Qld, Australia",Air North Queensland,Cessna Citation I,11.0,11.0,0.0,"Crashed into Mt. Emerald , close to the summit, in a wings level, slightly nose-down attitude, shortly before it was due to land.  There were thunderstorms in the area at the time.",1990,False,"['crashed', 'mt', 'emerald', 'close', 'summit', 'wing', 'level', 'slightly', 'nose', 'attitude', 'shortly', 'due', 'land', 'thunderstorm', 'area', 'time']",Unkown
3947,1990-05-18,06:25,"Manila, Philippines",Aerolift Philippines,Beechcraft 1900C-1,21.0,21.0,4.0,"Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot  made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine.",1990,False,"['crashed', 'shortly', 'taking', 'aircraft', 'never', 'gained', 'foot', 'altitude', 'crashed', 'house', 'killing', 'four', 'people', 'failure', 'right', 'engine', 'pilot', 'made', 'immediate', 'right', 'turn', 'stalled', 'aircraft', 'crashed', 'failure', 'maintain', 'adequate', 'flying', 'speed', 'altitude', 'due', 'pilot', 'inability', 'properly', 'perform', 'specified', 'emergency', 'procedure', 'following', 'malfunction', 'right', 'engine', 'immediately', 'take', 'failure', 'engine']",Mechanical Failure
3948,1990-06-06,19:00,"Thistle Lake, Northwest Territory, Canada",Ptarmigan Airways,de Havilland Canada DHC-6 Twin Otter 300,2.0,2.0,0.0,The cargo plane failed to gain altitude and crashed into a parked helicopter.,1990,False,"['cargo', 'plane', 'failed', 'gain', 'altitude', 'crashed', 'parked', 'helicopter']",Unkown
3949,1990-06-06,05:29,"Near Altamira, Brazil",TABA,Fairchild FH-227B,42.0,23.0,0.0,"The pilot,, switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error.",1990,False,"['pilot', 'switched', 'vfr', 'ifr', 'condition', 'struck', 'tree', 'km', 'short', 'runway', 'heavy', 'ground', 'fog', 'pilot', 'error']",Weather Conditions
3950,1990-06-10,07:33,"Oxfordshire, England",British Airways,BAC One-Eleven 528FL,85.0,0.0,0.0,"While en route, at FL 173, a large section of windshield  fell away from the aircraft. The decompression pulled the captain out from under his seatbelt. Despite trying to hold onto the yoke, the captain was sucked out into the opening. A steward in the cockpit was able to grab hold of his legs. Another steward was able to strap himself into the vacant seat and aid in holding onto the captain's legs. The co-pilot wearing full restraints made an emergency landing at Southampton. The captain remained half way out of the aircraft for 15 minutes and suffered only frostbite and some fractures. Improper bolts used to replace the windshield two days earlier.",1990,False,"['en', 'route', 'fl', 'large', 'section', 'windshield', 'fell', 'away', 'aircraft', 'decompression', 'pulled', 'captain', 'seatbelt', 'despite', 'trying', 'hold', 'onto', 'yoke', 'captain', 'sucked', 'opening', 'steward', 'cockpit', 'able', 'grab', 'hold', 'leg', 'another', 'steward', 'able', 'strap', 'vacant', 'seat', 'aid', 'holding', 'onto', 'captain', 'leg', 'co', 'pilot', 'wearing', 'full', 'restraint', 'made', 'emergency', 'landing', 'southampton', 'captain', 'remained', 'half', 'way', 'aircraft', 'minute', 'suffered', 'frostbite', 'fracture', 'improper', 'bolt', 'used', 'replace', 'windshield', 'two', 'day', 'earlier']",Pilot Error
3951,1990-06-25,14:30,"Aialak Bay, Alaska",Air Taxi - Trail Lake Flying Service Inc.,Cessna 207A,5.0,5.0,0.0,"Crashed into a 2,700 ft. mountain while on a sightseeing trip.  The pilot-in-command's attempt to fly under visual flight rules while in instrument meteorological conditions. Contributing factors to the accident were the low ceiling and surrounding mountainous terrain.",1990,False,"['crashed', 'ft', 'mountain', 'sightseeing', 'trip', 'pilot', 'command', 'attempt', 'fly', 'visual', 'flight', 'rule', 'instrument', 'meteorological', 'condition', 'contributing', 'factor', 'accident', 'low', 'ceiling', 'surrounding', 'mountainous', 'terrain']",Collision/Geographical
3952,1990-07-02,12:55,"Ashford, Washington",Air Taxi - Aero West Aviation Inc.,Cessna T210L,5.0,5.0,0.0,"Crashed into Mt. Rainier at 12,700 ft. in poor visibility while en route. Continued VFR flight into IMC.",1990,False,"['crashed', 'mt', 'rainier', 'ft', 'poor', 'visibility', 'en', 'route', 'continued', 'vfr', 'flight', 'imc']",Weather Conditions
3953,1990-07-05,,"Near Port Morseby, New Guinea",Douglas Airways,Britten-Norman 2B-21 Islander,12.0,8.0,0.0,Struck a ridge in poor weather 35km from Port Morseby while en route to Woltape.,1990,False,"['struck', 'ridge', 'poor', 'weather', 'km', 'port', 'morseby', 'en', 'route', 'woltape']",Weather Conditions
3956,1990-07-31,,"Near Huanuco, Peru",Servicio Expresso Nacional,Beech King Air B90,9.0,9.0,0.0,Crashed during an emergency landing.,1990,False,"['crashed', 'emergency', 'landing']",Unkown
3957,1990-08-01,11:10,"Stepanakert, Azerbaijan, USSR",Aeroflot,Yakovlev YAK-40,47.0,47.0,0.0,"The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination.  Premature descent.",1990,False,"['aircraft', 'crashed', 'cloud', 'covered', 'mountain', 'km', 'destination', 'premature', 'descent']",Collision/Geographical
3960,1990-08-27,01:00,"Elkhorn, Wisconsin",Private - Omniflight Helicopters,Bell BHT-206-B Helicopter,5.0,5.0,0.0,"Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot.",1990,False,"['four', 'helicopter', 'used', 'night', 'transport', 'concert', 'group', 'helicopter', 'question', 'remained', 'lower', 'altitude', 'crashed', 'terrain', 'soon', 'taking', 'fog', 'blue', 'guitarist', 'stevie', 'ray', 'vaughan', 'killed', 'failure', 'pilot', 'attain', 'adequate', 'altitude', 'flying', 'rising', 'terrain', 'factor', 'related', 'accident', 'darkness', 'fog', 'haze', 'rising', 'terrain', 'lack', 'visual', 'cue', 'available', 'pilot']",Collision/Geographical
3963,1990-09-03,15:20,"Kaltag, Alaska",Frontier Flying Service,Piper PA-31-325 Navajo,10.0,3.0,0.0,Crashed after loosing the No. 2 engine.Failure of the pilot to maintain adequate altitude after becoming distracted with an engine problem. Loss of power in the No. 2 engine for unknown reasons.,1990,False,"['crashed', 'loosing', 'engine', 'failure', 'pilot', 'maintain', 'adequate', 'altitude', 'becoming', 'distracted', 'engine', 'problem', 'loss', 'power', 'engine', 'unknown', 'reason']",Mechanical Failure
3964,1990-09-11,15:30,"Off Newfoundland, Canada",Faucett,Boeing B-727-247,18.0,18.0,0.0,The aircraft ran out of fuel and crashed into the sea. The last message that was heard from the crew was they were low on fuel and preparing to ditch.,1990,False,"['aircraft', 'ran', 'fuel', 'crashed', 'sea', 'last', 'message', 'heard', 'crew', 'low', 'fuel', 'preparing', 'ditch']",Mechanical Failure
3965,1990-09-12,,"Off Sondre Stromfjord, Greenland",Nuna Air,Cessna 441 Conquest II,8.0,8.0,0.0,"Crashed into the sea 80nm southwest of its departure point. According to ATC tapes, the crew was being incapacitated by hypoxia prior to crashing.",1990,False,"['crashed', 'sea', 'nm', 'southwest', 'departure', 'point', 'according', 'atc', 'tape', 'crew', 'incapacitated', 'hypoxia', 'prior', 'crashing']",Unkown
3966,1990-09-14,,"Koltsovo, Russia",Aeroflot,Yakovlev YAK-42,129.0,4.0,0.0,"The aircraft undershot on approach and crashed 1,700m short of the runway.  It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night.",1990,False,"['aircraft', 'undershot', 'approach', 'crashed', 'short', 'runway', 'reported', 'crew', 'apparently', 'fatigued', 'failed', 'correctly', 'follow', 'procedure', 'accident', 'happened', 'night']",Pilot Error
3967,1990-09-20,,"Off Fernando de Noronha, Brazil",SUDENE,Embraer 110P1 Bandeirante,12.0,12.0,0.0,"The predeparture check lists were carried out by the first officer, while the captain arrived late. The aircraft s taxied out immediately and it is presumed that the crew did not carry out the pretakeoff checklist. The airplane took off,  entered a steep climb and turned right. Shortly afterwards the plane dove into the sea. Both pilots had very little experience on Bandeirante planes.",1990,False,"['predeparture', 'check', 'list', 'carried', 'first', 'officer', 'captain', 'arrived', 'late', 'aircraft', 'taxied', 'immediately', 'presumed', 'crew', 'carry', 'pretakeoff', 'checklist', 'airplane', 'took', 'entered', 'steep', 'climb', 'turned', 'right', 'shortly', 'afterwards', 'plane', 'dove', 'sea', 'pilot', 'little', 'experience', 'bandeirante', 'plane']",Pilot Error
3968,1990-09-24,07:02,"San Luis Obispo, California",HiTech Helicopters,Cessna 501 Citation,4.0,4.0,0.0,Crashed short of the runway into a Eucalyptus tree while making an approach to Runway 11in heavy fog.  The pilot's improper IFR procedure. His failure to maintain the minimum descent altitude for the adverse weather was a related factor.,1990,False,"['crashed', 'short', 'runway', 'eucalyptus', 'tree', 'making', 'approach', 'runway', 'heavy', 'fog', 'pilot', 'improper', 'ifr', 'procedure', 'failure', 'maintain', 'minimum', 'descent', 'altitude', 'adverse', 'weather', 'related', 'factor']",Weather Conditions
3969,1990-10-02,,"Near Kuwait City, Kuwait",Iraqi Airways,Ilyushin IL-76,130.0,130.0,0.0,The aircraft was shot down by a Kuwaiti fighter shortly after takeoff with an air-to-air missile. Mostly military personnel were onboard.,1990,False,"['aircraft', 'shot', 'kuwaiti', 'fighter', 'shortly', 'takeoff', 'air', 'air', 'missile', 'mostly', 'military', 'personnel', 'onboard']",Shot down
3970,1990-10-02,09:15,"Guangzhou, China",China Southwest Airlines / Xiamen Airlines,Boeing B-737-247 / Boeing B-757-21B,226.0,128.0,0.0,"Shortly after taking off a hijacker entered the cockpit and demanded to be flown to Hong Kong. The captain circled for 30 minutes and after a struggle in the cockpit, attempted to land at Guangzhou, hitting the runway hard, clipping a B-707 and crashing into a B-757. Eighty-two aboard the B-737 and 46 aboard the B-757 were killed.",1990,False,"['shortly', 'taking', 'hijacker', 'entered', 'cockpit', 'demanded', 'flown', 'hong', 'kong', 'captain', 'circled', 'minute', 'struggle', 'cockpit', 'attempted', 'land', 'guangzhou', 'hitting', 'runway', 'hard', 'clipping', 'b', 'crashing', 'b', 'eighty', 'two', 'aboard', 'b', 'aboard', 'b', 'killed']",Pilot Error
